Instance,GreedyCost,GreedyTime,LSCost,LSTime,GRASP0Cost,GRASP0Time
Data/small/inst_small_1.dat,166,0.08698511123657227,166,0.07148599624633789,140,0.17441415786743164
Data/small/inst_small_2.dat,237,0.09604597091674805,237,0.15452909469604492,223,0.3288900852203369
Data/medium/inst_med_1.dat,172,0.33820390701293945,171,0.4043440818786621,172,0.9956130981445312
Data/medium/inst_med_2.dat,294,0.5310049057006836,294,0.7697956562042236,329,2.414923906326294
Data/large/inst_large_1.dat,198,2.172506332397461,198,3.005389928817749,189,6.84486722946167
Data/large/inst_large_2.dat,248,4.5049920082092285,248,5.033198833465576,248,12.924407958984375
